customer_id,order_id,product_id,amount,ts,country,ts_parsed
10481,24734,125,64.59,2024-07-07 05:54:31,NP,2024-07-07T05:54:31.000+05:45
10118,25155,422,98.4,2025-04-29 21:09:38,AU,2025-04-29T21:09:38.000+05:45
10118,25571,396,62.1,2025-08-23 18:17:21,NP,2025-08-23T18:17:21.000+05:45
10256,26071,262,170.08,2024-09-10 15:03:24,US,2024-09-10T15:03:24.000+05:45
10347,26548,127,48.81,2023-04-19 15:33:45,NP,2023-04-19T15:33:45.000+05:45
10408,27602,73,6.21,2023-01-03 21:21:45,BR,2023-01-03T21:21:45.000+05:45
10406,27979,460,139.17,2025-06-07 00:00:23,NP,2025-06-07T00:00:23.000+05:45
10232,28088,194,19.52,2025-04-21 06:03:09,BR,2025-04-21T06:03:09.000+05:45
10252,29952,339,54.78,2024-05-23 13:05:04,NP,2024-05-23T13:05:04.000+05:45
10172,30751,87,36.64,2023-11-19 06:03:32,NP,2023-11-19T06:03:32.000+05:45
10436,31236,429,192.86,2026-02-19 00:42:22,GB,2026-02-19T00:42:22.000+05:45
10036,32908,462,7.5,2024-05-14 03:26:20,US,2024-05-14T03:26:20.000+05:45
10493,33150,182,62.31,2026-01-21 00:37:17,AU,2026-01-21T00:37:17.000+05:45
10433,33987,7,47.34,2026-06-08 03:50:21,IN,2026-06-08T03:50:21.000+05:45
10446,34440,49,58.33,2023-06-04 16:46:07,NP,2023-06-04T16:46:07.000+05:45
10053,35899,381,23.83,2025-04-09 00:49:07,IN,2025-04-09T00:49:07.000+05:45
10022,36066,304,140.46,2026-06-01 22:12:32,NP,2026-06-01T22:12:32.000+05:45
10023,38908,497,64.23,2024-09-24 19:06:30,JP,2024-09-24T19:06:30.000+05:45
10116,38920,410,158.95,2024-01-30 01:21:12,NP,2024-01-30T01:21:12.000+05:45
10195,38980,66,108.6,2023-08-07 16:08:12,JP,2023-08-07T16:08:12.000+05:45
10329,39819,285,66.62,2026-06-16 10:08:34,NP,2026-06-16T10:08:34.000+05:45
10438,40335,188,77.57,2025-08-07 12:08:01,NP,2025-08-07T12:08:01.000+05:45
10237,42644,428,71.13,2025-12-08 23:14:36,NP,2025-12-08T23:14:36.000+05:45
10259,42833,424,275.29,2026-06-06 12:00:58,NP,2026-06-06T12:00:58.000+05:45
10470,43307,79,34.02,2024-06-08 12:40:58,DE,2024-06-08T12:40:58.000+05:45
10182,44148,191,10.19,2024-05-07 16:16:54,NP,2024-05-07T16:16:54.000+05:45
10477,44364,289,102.08,2026-03-17 22:05:03,NP,2026-03-17T22:05:03.000+05:45
10310,44936,161,58.71,2023-02-24 03:36:38,JP,2023-02-24T03:36:38.000+05:45
10483,45641,482,126.97,2023-05-16 07:22:59,BR,2023-05-16T07:22:59.000+05:45
10070,45975,260,10.78,2025-03-10 15:43:17,NP,2025-03-10T15:43:17.000+05:45
10274,45978,423,7.64,2026-02-27 08:52:47,US,2026-02-27T08:52:47.000+05:45
10192,46310,53,67.58,2025-10-21 17:50:07,AU,2025-10-21T17:50:07.000+05:45
10141,47116,249,60.04,2024-12-27 05:23:30,US,2024-12-27T05:23:30.000+05:45
10063,48077,147,205.07,2026-04-09 11:37:51,DE,2026-04-09T11:37:51.000+05:45
10068,48078,450,147.98,2026-03-01 08:18:56,NP,2026-03-01T08:18:56.000+05:45
10106,49355,206,26.64,2025-03-16 13:52:38,NP,2025-03-16T13:52:38.000+05:45
10187,49673,493,2.38,2026-05-01 14:53:13,NP,2026-05-01T14:53:13.000+05:45
10194,50200,140,63.92,2026-03-29 10:49:55,NP,2026-03-29T10:49:55.000+05:45
10323,50516,17,208.41,2023-10-19 12:22:12,NP,2023-10-19T12:22:12.000+05:45
10436,50546,206,7.19,2023-03-30 19:59:46,NP,2023-03-30T19:59:46.000+05:45
10299,51414,35,49.6,2024-10-21 16:41:51,NP,2024-10-21T16:41:51.000+05:45
10119,53316,494,43.82,2025-02-09 07:18:50,NP,2025-02-09T07:18:50.000+05:45
10038,53371,292,190.64,2024-11-05 14:25:16,DE,2024-11-05T14:25:16.000+05:45
10105,53538,406,137.6,2025-12-08 11:24:56,NP,2025-12-08T11:24:56.000+05:45
10410,53544,68,71.16,2025-02-03 05:36:03,NP,2025-02-03T05:36:03.000+05:45
10410,53601,347,16.53,2023-06-09 02:24:53,US,2023-06-09T02:24:53.000+05:45
10291,53873,145,237.18,2024-09-22 22:31:31,NP,2024-09-22T22:31:31.000+05:45
10321,53963,288,10.95,2024-04-03 16:47:13,NP,2024-04-03T16:47:13.000+05:45
10084,54549,418,41.21,2025-06-27 05:10:02,NP,2025-06-27T05:10:02.000+05:45
10143,56178,492,172.95,2023-09-18 08:49:26,NP,2023-09-18T08:49:26.000+05:45
10410,56981,175,80.11,2025-12-24 09:32:31,NP,2025-12-24T09:32:31.000+05:45
10151,57259,313,486.57,2025-09-27 12:44:08,NP,2025-09-27T12:44:08.000+05:45
10238,57415,63,40.13,2024-04-06 22:16:58,NP,2024-04-06T22:16:58.000+05:45
10310,58345,47,92.11,2023-08-06 20:31:40,NP,2023-08-06T20:31:40.000+05:45
10225,58565,197,26.27,2024-09-28 21:00:06,NP,2024-09-28T21:00:06.000+05:45
10103,58985,424,230.9,2025-09-18 09:09:01,IN,2025-09-18T09:09:01.000+05:45
10398,59075,162,120.92,2023-11-14 12:35:07,NP,2023-11-14T12:35:07.000+05:45
10222,59829,297,36.9,2026-02-15 02:40:58,NP,2026-02-15T02:40:58.000+05:45
10422,60993,243,93.75,2023-03-07 14:13:54,NP,2023-03-07T14:13:54.000+05:45
10243,61492,405,69.5,2024-03-02 07:12:49,IN,2024-03-02T07:12:49.000+05:45
10325,62072,426,38.54,2023-07-27 02:21:51,GB,2023-07-27T02:21:51.000+05:45
10306,63485,238,26.98,2025-06-15 15:12:09,NP,2025-06-15T15:12:09.000+05:45
10356,64166,270,57.39,2024-12-12 11:43:01,DE,2024-12-12T11:43:01.000+05:45
10479,64182,336,190.23,2024-10-05 13:19:05,BR,2024-10-05T13:19:05.000+05:45
10054,65066,55,47.95,2025-04-04 07:07:02,US,2025-04-04T07:07:02.000+05:45
10023,65169,2,7.79,2024-03-17 18:13:46,US,2024-03-17T18:13:46.000+05:45
10240,65359,290,76.88,2024-08-23 03:39:00,NP,2024-08-23T03:39:00.000+05:45
10064,65400,493,3.23,2024-11-03 04:24:32,GB,2024-11-03T04:24:32.000+05:45
10279,65867,98,75.54,2023-06-09 10:50:13,IN,2023-06-09T10:50:13.000+05:45
10403,66500,125,74.6,2023-12-29 01:03:51,NP,2023-12-29T01:03:51.000+05:45
10033,66806,181,74.85,2023-08-18 08:34:12,NP,2023-08-18T08:34:12.000+05:45
10405,67680,331,1.99,2026-02-11 05:55:13,NP,2026-02-11T05:55:13.000+05:45
10126,68266,56,1.0,2025-12-17 11:43:18,NP,2025-12-17T11:43:18.000+05:45
10334,69905,261,50.16,2025-03-24 21:43:06,NP,2025-03-24T21:43:06.000+05:45
10275,70208,353,69.46,2025-04-12 14:17:33,NP,2025-04-12T14:17:33.000+05:45
10482,70662,16,37.29,2026-03-09 01:58:12,NP,2026-03-09T01:58:12.000+05:45
10424,71182,63,21.7,2025-02-07 06:00:27,NP,2025-02-07T06:00:27.000+05:45
10302,72165,136,454.22,2023-05-02 02:54:11,NP,2023-05-02T02:54:11.000+05:45
10201,72949,443,43.08,2024-09-19 14:19:44,NP,2024-09-19T14:19:44.000+05:45
10456,73319,457,93.57,2023-09-18 04:28:53,GB,2023-09-18T04:28:53.000+05:45
10325,73445,269,111.82,2024-01-31 13:00:51,AU,2024-01-31T13:00:51.000+05:45
10176,74119,250,246.97,2026-02-26 07:55:19,NP,2026-02-26T07:55:19.000+05:45
10218,74747,357,34.9,2026-01-26 07:51:27,NP,2026-01-26T07:51:27.000+05:45
10385,74833,437,189.17,2023-03-03 01:50:46,IN,2023-03-03T01:50:46.000+05:45
10229,75415,424,183.49,2024-02-24 21:25:46,NP,2024-02-24T21:25:46.000+05:45
10227,75529,107,33.42,2024-01-25 15:54:32,NP,2024-01-25T15:54:32.000+05:45
10257,75731,96,109.49,2025-11-06 04:18:21,NP,2025-11-06T04:18:21.000+05:45
10296,78730,44,8.84,2025-07-14 12:51:58,US,2025-07-14T12:51:58.000+05:45
10068,79577,470,76.15,2023-06-12 19:44:25,NP,2023-06-12T19:44:25.000+05:45
10271,80393,163,136.05,2024-04-21 13:18:03,US,2024-04-21T13:18:03.000+05:45
10117,80657,194,29.13,2023-01-05 00:22:34,NP,2023-01-05T00:22:34.000+05:45
10099,81035,379,18.57,2024-08-27 23:52:25,AU,2024-08-27T23:52:25.000+05:45
10393,81839,327,148.65,2024-06-28 08:11:59,NP,2024-06-28T08:11:59.000+05:45
10090,84477,80,78.55,2024-08-21 11:41:56,NP,2024-08-21T11:41:56.000+05:45
10059,84800,294,29.65,2025-01-23 04:58:38,DE,2025-01-23T04:58:38.000+05:45
10471,85104,278,3.27,2024-08-29 04:32:57,BR,2024-08-29T04:32:57.000+05:45
10396,86796,132,145.31,2026-01-15 17:19:51,US,2026-01-15T17:19:51.000+05:45
10450,87075,138,24.38,2025-04-03 23:43:03,JP,2025-04-03T23:43:03.000+05:45
10047,87168,435,20.5,2025-12-09 04:46:09,NP,2025-12-09T04:46:09.000+05:45
10038,87766,277,29.2,2025-05-03 16:35:42,DE,2025-05-03T16:35:42.000+05:45
10175,87932,209,48.81,2025-07-15 10:49:15,US,2025-07-15T10:49:15.000+05:45
10119,88156,345,37.75,2024-02-16 16:01:40,NP,2024-02-16T16:01:40.000+05:45
10351,88479,119,217.29,2023-01-25 05:44:31,NP,2023-01-25T05:44:31.000+05:45
10288,89804,4,32.35,2023-06-14 00:10:39,US,2023-06-14T00:10:39.000+05:45
10400,90175,146,31.22,2023-09-06 18:32:55,NP,2023-09-06T18:32:55.000+05:45
10423,91522,307,6.29,2024-01-12 18:05:09,NP,2024-01-12T18:05:09.000+05:45
10284,91690,68,5.22,2025-04-10 16:06:46,JP,2025-04-10T16:06:46.000+05:45
10006,93871,366,3.31,2024-05-12 07:23:28,BR,2024-05-12T07:23:28.000+05:45
10361,94112,4,102.61,2024-03-30 11:21:22,US,2024-03-30T11:21:22.000+05:45
10160,94866,82,70.97,2023-05-12 10:53:34,NP,2023-05-12T10:53:34.000+05:45
10444,95701,138,18.41,2026-05-06 04:49:10,NP,2026-05-06T04:49:10.000+05:45
10090,96142,84,8.08,2024-09-04 17:36:06,NP,2024-09-04T17:36:06.000+05:45
10148,97509,470,68.53,2024-02-15 23:11:03,NP,2024-02-15T23:11:03.000+05:45
10284,97634,83,61.03,2024-10-23 12:11:22,JP,2024-10-23T12:11:22.000+05:45
10382,97642,176,330.89,2024-12-13 23:27:25,NP,2024-12-13T23:27:25.000+05:45
10185,98390,328,167.34,2025-09-03 22:33:38,AU,2025-09-03T22:33:38.000+05:45
10040,99797,68,75.49,2025-01-26 11:06:49,NP,2025-01-26T11:06:49.000+05:45
10013,100102,259,22.21,2024-03-21 08:42:51,NP,2024-03-21T08:42:51.000+05:45
10450,100113,153,16.79,2026-04-14 09:35:24,NP,2026-04-14T09:35:24.000+05:45
10159,100447,249,5.06,2025-06-08 19:58:13,NP,2025-06-08T19:58:13.000+05:45
10146,100891,171,14.21,2023-09-12 19:52:53,NP,2023-09-12T19:52:53.000+05:45
10243,101055,36,29.81,2026-06-12 03:56:39,NP,2026-06-12T03:56:39.000+05:45
10260,101453,334,76.77,2025-09-17 04:10:21,NP,2025-09-17T04:10:21.000+05:45
10083,101895,336,231.1,2023-10-18 16:09:14,NP,2023-10-18T16:09:14.000+05:45
10424,103556,184,75.52,2025-11-20 10:52:29,NP,2025-11-20T10:52:29.000+05:45
10139,104302,119,127.48,2026-03-03 19:38:28,DE,2026-03-03T19:38:28.000+05:45
10487,104829,212,87.57,2023-02-27 21:26:02,NP,2023-02-27T21:26:02.000+05:45
10029,105712,318,114.15,2023-06-13 07:38:16,NP,2023-06-13T07:38:16.000+05:45
10005,106053,330,39.83,2023-12-12 00:48:48,NP,2023-12-12T00:48:48.000+05:45
10037,106478,296,33.24,2025-12-04 20:51:56,NP,2025-12-04T20:51:56.000+05:45
10308,106807,403,73.47,2025-08-28 21:41:18,AU,2025-08-28T21:41:18.000+05:45
10426,107599,350,56.57,2025-12-28 12:16:00,NP,2025-12-28T12:16:00.000+05:45
10374,108379,310,36.94,2024-07-27 03:53:45,NP,2024-07-27T03:53:45.000+05:45
10430,108399,438,28.46,2023-02-02 01:28:50,JP,2023-02-02T01:28:50.000+05:45
10492,108659,293,44.62,2023-07-01 18:04:36,NP,2023-07-01T18:04:36.000+05:45
10465,109230,70,35.7,2025-07-16 14:26:36,NP,2025-07-16T14:26:36.000+05:45
10498,110482,237,107.38,2025-11-10 03:20:32,NP,2025-11-10T03:20:32.000+05:45
10050,111114,345,130.21,2024-07-08 02:17:24,NP,2024-07-08T02:17:24.000+05:45
10216,112671,68,3.84,2024-09-30 22:41:14,NP,2024-09-30T22:41:14.000+05:45
10482,113294,419,6.35,2025-05-16 15:27:32,NP,2025-05-16T15:27:32.000+05:45
10265,113299,286,116.13,2024-02-27 06:07:55,IN,2024-02-27T06:07:55.000+05:45
10045,114979,18,179.14,2025-03-04 00:56:27,NP,2025-03-04T00:56:27.000+05:45
10009,115697,267,113.27,2023-11-06 18:05:23,DE,2023-11-06T18:05:23.000+05:45
10319,116288,17,209.54,2024-10-04 12:35:03,DE,2024-10-04T12:35:03.000+05:45
10260,116378,76,28.92,2023-08-31 05:54:10,JP,2023-08-31T05:54:10.000+05:45
10499,117315,378,234.26,2023-08-12 16:58:55,DE,2023-08-12T16:58:55.000+05:45
10285,117576,397,72.46,2025-04-13 23:17:31,AU,2025-04-13T23:17:31.000+05:45
10207,117737,355,66.15,2024-09-21 19:23:00,NP,2024-09-21T19:23:00.000+05:45
10191,119287,220,69.95,2025-04-09 03:49:16,DE,2025-04-09T03:49:16.000+05:45
10406,119354,309,33.58,2026-05-27 02:51:30,IN,2026-05-27T02:51:30.000+05:45
10026,120612,207,17.41,2024-09-06 23:54:33,GB,2024-09-06T23:54:33.000+05:45
10061,121471,190,45.78,2023-02-27 09:34:16,NP,2023-02-27T09:34:16.000+05:45
10253,121746,320,27.31,2024-07-28 02:16:51,IN,2024-07-28T02:16:51.000+05:45
10082,121749,399,75.85,2023-07-10 16:59:06,NP,2023-07-10T16:59:06.000+05:45
10198,121947,408,28.95,2024-09-15 20:43:14,NP,2024-09-15T20:43:14.000+05:45
10103,124967,417,95.24,2024-10-02 05:48:20,IN,2024-10-02T05:48:20.000+05:45
10464,125656,492,590.11,2025-06-09 02:37:11,NP,2025-06-09T02:37:11.000+05:45
10399,126688,316,59.55,2025-05-22 19:20:19,NP,2025-05-22T19:20:19.000+05:45
10416,127511,388,11.44,2023-11-28 07:27:35,DE,2023-11-28T07:27:35.000+05:45
10491,128633,296,122.68,2025-06-23 20:52:33,IN,2025-06-23T20:52:33.000+05:45
10045,128730,173,27.14,2025-12-03 08:01:23,NP,2025-12-03T08:01:23.000+05:45
10137,128856,400,19.35,2025-12-16 19:39:46,NP,2025-12-16T19:39:46.000+05:45
10456,130013,474,4.62,2025-08-30 03:54:05,AU,2025-08-30T03:54:05.000+05:45
10408,130066,476,85.12,2023-10-25 23:08:53,GB,2023-10-25T23:08:53.000+05:45
10230,130671,88,86.25,2025-02-13 19:05:27,IN,2025-02-13T19:05:27.000+05:45
10163,131607,288,24.61,2024-01-15 07:55:55,NP,2024-01-15T07:55:55.000+05:45
10108,132134,95,5.46,2026-01-12 05:59:00,US,2026-01-12T05:59:00.000+05:45
10362,132907,258,202.5,2024-11-10 04:13:43,NP,2024-11-10T04:13:43.000+05:45
10196,133782,146,55.53,2025-10-04 13:11:51,IN,2025-10-04T13:11:51.000+05:45
10461,134873,301,9.49,2024-07-03 02:47:28,DE,2024-07-03T02:47:28.000+05:45
10132,138438,127,27.58,2025-10-24 02:29:09,JP,2025-10-24T02:29:09.000+05:45
10244,139884,25,122.04,2026-03-20 05:24:25,NP,2026-03-20T05:24:25.000+05:45
10396,141431,380,55.43,2023-07-28 20:26:31,JP,2023-07-28T20:26:31.000+05:45
10417,141640,389,82.21,2025-05-09 11:14:11,AU,2025-05-09T11:14:11.000+05:45
10457,142671,431,26.75,2023-08-11 13:39:10,NP,2023-08-11T13:39:10.000+05:45
10185,143544,354,90.6,2024-11-30 04:48:33,NP,2024-11-30T04:48:33.000+05:45
10065,144771,377,5.23,2026-01-12 10:38:04,NP,2026-01-12T10:38:04.000+05:45
10159,145349,216,27.36,2023-03-21 11:50:49,US,2023-03-21T11:50:49.000+05:45
10351,146333,124,87.81,2025-12-24 04:16:10,BR,2025-12-24T04:16:10.000+05:45
10243,146842,109,16.6,2024-05-05 04:31:47,GB,2024-05-05T04:31:47.000+05:45
10498,148018,144,7.06,2024-10-25 02:03:33,GB,2024-10-25T02:03:33.000+05:45
10411,149844,263,114.07,2024-03-23 05:16:40,IN,2024-03-23T05:16:40.000+05:45
10117,150673,111,32.71,2023-03-30 19:46:31,NP,2023-03-30T19:46:31.000+05:45
10346,151762,483,141.04,2025-07-29 11:38:48,NP,2025-07-29T11:38:48.000+05:45
10043,152124,377,10.25,2024-04-27 23:03:15,DE,2024-04-27T23:03:15.000+05:45
10160,155277,60,49.43,2026-01-25 15:53:30,NP,2026-01-25T15:53:30.000+05:45
10400,155534,319,171.06,2024-12-19 18:24:07,US,2024-12-19T18:24:07.000+05:45
10064,157716,138,62.4,2025-12-12 13:10:39,NP,2025-12-12T13:10:39.000+05:45
10417,157853,280,16.03,2024-04-11 06:05:48,NP,2024-04-11T06:05:48.000+05:45
10400,158273,200,135.15,2026-01-16 19:11:29,AU,2026-01-16T19:11:29.000+05:45
10412,163357,470,10.35,2023-04-06 22:45:10,NP,2023-04-06T22:45:10.000+05:45
10131,163606,84,69.17,2025-05-07 18:36:36,US,2025-05-07T18:36:36.000+05:45
10450,163647,429,97.93,2026-02-11 00:38:23,US,2026-02-11T00:38:23.000+05:45
10491,163663,144,85.01,2025-03-11 00:04:04,JP,2025-03-11T00:04:04.000+05:45
10500,164193,65,31.84,2025-03-23 10:27:56,NP,2025-03-23T10:27:56.000+05:45
10176,164390,20,144.02,2025-06-13 00:43:41,IN,2025-06-13T00:43:41.000+05:45
10018,164480,153,131.04,2023-03-03 14:45:32,BR,2023-03-03T14:45:32.000+05:45
10040,167575,365,33.58,2023-11-30 03:19:25,NP,2023-11-30T03:19:25.000+05:45
10077,168046,172,68.99,2024-02-03 17:38:58,NP,2024-02-03T17:38:58.000+05:45
10191,171063,313,29.37,2024-08-03 15:39:37,IN,2024-08-03T15:39:37.000+05:45
10302,173199,197,138.89,2025-01-07 20:49:19,NP,2025-01-07T20:49:19.000+05:45
10476,175451,406,48.74,2025-02-23 04:27:09,AU,2025-02-23T04:27:09.000+05:45
10135,176684,417,34.88,2026-02-13 10:03:58,IN,2026-02-13T10:03:58.000+05:45
10081,177543,172,25.33,2025-01-07 01:13:56,NP,2025-01-07T01:13:56.000+05:45
10136,177858,245,172.4,2026-04-18 04:11:18,NP,2026-04-18T04:11:18.000+05:45
10261,179552,49,57.41,2024-03-29 14:05:22,NP,2024-03-29T14:05:22.000+05:45
10069,180505,179,3.04,2025-08-31 19:34:20,GB,2025-08-31T19:34:20.000+05:45
10354,181390,109,313.76,2023-03-13 02:15:10,NP,2023-03-13T02:15:10.000+05:45
10151,183294,92,105.79,2024-08-15 23:09:46,DE,2024-08-15T23:09:46.000+05:45
10303,183902,207,9.62,2026-02-07 00:24:24,NP,2026-02-07T00:24:24.000+05:45
10460,184435,310,86.94,2024-06-13 00:10:27,NP,2024-06-13T00:10:27.000+05:45
10180,184450,411,23.87,2024-01-29 13:17:49,BR,2024-01-29T13:17:49.000+05:45
10217,186976,492,20.19,2023-12-30 11:04:35,GB,2023-12-30T11:04:35.000+05:45
10493,188688,357,57.56,2025-02-15 22:23:34,NP,2025-02-15T22:23:34.000+05:45
10435,188735,423,94.42,2025-02-14 10:18:51,DE,2025-02-14T10:18:51.000+05:45
10202,190082,220,119.2,2026-05-30 09:07:25,NP,2026-05-30T09:07:25.000+05:45
10473,191611,320,31.98,2025-04-11 14:19:01,US,2025-04-11T14:19:01.000+05:45
10136,192249,35,71.63,2025-12-18 19:43:27,IN,2025-12-18T19:43:27.000+05:45
10430,192584,147,58.3,2024-03-06 13:46:23,NP,2024-03-06T13:46:23.000+05:45
10421,193137,178,30.37,2023-07-12 04:03:16,NP,2023-07-12T04:03:16.000+05:45
10014,193260,480,32.41,2026-05-10 05:34:36,NP,2026-05-10T05:34:36.000+05:45
10124,194130,179,22.84,2024-02-13 05:49:19,AU,2024-02-13T05:49:19.000+05:45
10140,194912,165,5.95,2023-10-17 23:59:33,NP,2023-10-17T23:59:33.000+05:45
10233,197753,416,1.1,2024-10-30 05:25:05,US,2024-10-30T05:25:05.000+05:45
10171,197899,478,143.4,2025-02-07 18:32:03,NP,2025-02-07T18:32:03.000+05:45
10253,200982,209,37.92,2024-03-15 10:17:31,JP,2024-03-15T10:17:31.000+05:45
10485,200993,125,64.54,2024-02-10 05:30:08,BR,2024-02-10T05:30:08.000+05:45
10428,202081,79,272.91,2025-05-08 00:46:42,NP,2025-05-08T00:46:42.000+05:45
10264,203022,444,88.31,2024-06-23 21:55:05,AU,2024-06-23T21:55:05.000+05:45
10395,203518,202,53.18,2023-08-17 00:14:23,NP,2023-08-17T00:14:23.000+05:45
10156,203592,329,62.88,2024-02-26 07:03:45,NP,2024-02-26T07:03:45.000+05:45
10210,203692,290,5.89,2023-05-15 16:44:56,NP,2023-05-15T16:44:56.000+05:45
10470,204005,130,13.17,2025-11-12 23:40:17,NP,2025-11-12T23:40:17.000+05:45
10157,204562,322,354.03,2024-05-24 10:30:59,NP,2024-05-24T10:30:59.000+05:45
10439,204939,186,32.42,2025-12-14 12:53:01,NP,2025-12-14T12:53:01.000+05:45
10236,205556,62,266.34,2024-11-13 00:49:02,NP,2024-11-13T00:49:02.000+05:45
10156,205649,227,186.1,2023-04-07 18:08:22,NP,2023-04-07T18:08:22.000+05:45
10098,205710,47,24.08,2025-06-26 06:25:12,BR,2025-06-26T06:25:12.000+05:45
10054,205767,466,20.92,2025-09-11 03:47:26,DE,2025-09-11T03:47:26.000+05:45
10344,206158,311,7.55,2024-09-09 04:17:25,DE,2024-09-09T04:17:25.000+05:45
10463,207409,354,177.88,2024-04-09 17:40:07,NP,2024-04-09T17:40:07.000+05:45
10301,208509,40,29.3,2024-05-19 22:06:13,US,2024-05-19T22:06:13.000+05:45
10244,212328,439,91.32,2024-01-07 17:57:03,NP,2024-01-07T17:57:03.000+05:45
10496,213063,96,126.66,2026-06-28 03:40:52,DE,2026-06-28T03:40:52.000+05:45
10102,214181,223,19.47,2025-08-20 15:15:04,NP,2025-08-20T15:15:04.000+05:45
10479,214432,347,156.3,2025-04-23 08:23:46,US,2025-04-23T08:23:46.000+05:45
10359,214801,364,8.53,2025-10-04 14:08:06,JP,2025-10-04T14:08:06.000+05:45
10320,215516,110,61.77,2025-06-06 17:58:09,NP,2025-06-06T17:58:09.000+05:45
10107,218072,395,39.81,2023-06-07 15:46:33,NP,2023-06-07T15:46:33.000+05:45
10259,220348,385,55.24,2026-05-04 21:00:32,NP,2026-05-04T21:00:32.000+05:45
10008,222671,110,65.94,2023-02-12 01:54:45,NP,2023-02-12T01:54:45.000+05:45
10223,224078,169,132.15,2023-07-31 05:01:45,US,2023-07-31T05:01:45.000+05:45
10353,224889,208,54.61,2023-02-10 06:52:43,NP,2023-02-10T06:52:43.000+05:45
10258,225052,317,155.63,2025-04-10 09:01:47,NP,2025-04-10T09:01:47.000+05:45
10149,226238,104,80.99,2023-03-07 20:48:13,NP,2023-03-07T20:48:13.000+05:45
10210,226603,340,175.28,2025-06-16 01:27:26,NP,2025-06-16T01:27:26.000+05:45
10315,226749,334,20.7,2024-11-02 19:16:22,NP,2024-11-02T19:16:22.000+05:45
10364,227038,339,24.75,2024-03-15 00:14:12,NP,2024-03-15T00:14:12.000+05:45
10446,228230,401,107.66,2024-10-21 07:03:40,NP,2024-10-21T07:03:40.000+05:45
10057,228600,388,75.4,2026-05-12 11:09:56,NP,2026-05-12T11:09:56.000+05:45
10223,230907,110,69.99,2023-03-04 19:13:30,NP,2023-03-04T19:13:30.000+05:45
10492,231609,472,15.18,2023-10-05 00:57:39,GB,2023-10-05T00:57:39.000+05:45
10291,231681,500,19.9,2023-07-17 13:26:54,AU,2023-07-17T13:26:54.000+05:45
10237,231786,42,39.06,2023-11-23 15:09:09,NP,2023-11-23T15:09:09.000+05:45
10106,232942,37,7.66,2024-07-09 17:14:38,AU,2024-07-09T17:14:38.000+05:45
10430,233801,230,58.61,2025-10-17 04:10:21,NP,2025-10-17T04:10:21.000+05:45
10194,234294,34,159.56,2023-08-09 08:23:29,NP,2023-08-09T08:23:29.000+05:45
10064,234854,438,58.11,2023-06-04 14:57:37,NP,2023-06-04T14:57:37.000+05:45
10115,236323,150,190.21,2026-04-04 22:24:56,US,2026-04-04T22:24:56.000+05:45
